category,question
SCIENCE,"This element, symbol Ir, is one of the most corrosion-resistant metals known"
SCIENCE,It's the branch of physics that deals with light & vision
SCIENCE,"From the Latin for ""whip"", they're the whiplike parts by which certain protozoa move about"
SCIENCE,A sound's repetition by reflection
SCIENCE,"He originated ""The Origin of Species"""
SCIENCE,"Singular form of the word ""bacteria"""
SCIENCE,Negative particle that orbits an atom's nucleus
SCIENCE,Cytology is the study of these biological building blocks
SCIENCE,Proxima Centauri is the second-closest star to the Earth; this is the closest
SCIENCE,"The constellation Taurus, not Cancer, contains this famous nebula"
SCIENCE,Arteries branch off into arterioles & these join to form veins
SCIENCE,"Often quite expensive, it's considered the strongest natural fiber"
SCIENCE,This gray metal is used in spark plugs & x-ray tubes as well as filaments
SCIENCE,"When light is passed thru a prism, it produces this spread of colors"
SCIENCE,It's the branch of chemistry that deals with carbon compounds
SCIENCE,All lines of longitude are measured east or west of this line
SCIENCE,The Big Dipper is part of this constellation
SCIENCE,The most important source of uranium & radium is this mineral ore
SCIENCE,An astroblame is a scar on the Earth's surface caused by one of these
SCIENCE,"These warm, dry winds can raise the temperature at the base of the Rockies as much as 40º F. in 1 hour"
SCIENCE,"From the Latin for ""body"", it's a free-moving cell such as an erythrocyte or leukocyte"
SCIENCE,"In the 2nd U.S. suborbital flight, his Mercury capsule, Liberty Bell 7, sank in the Atlantic upon splashdown"
SCIENCE,2 isotopes of the same element differ in the number of these subatomic particles
SCIENCE,"Measured in ohms, it's the R in Ohm's law, V=IR"
SCIENCE,"Next in the sequence: pentagon, hexagon, heptagon..."
SCIENCE,"In the time it takes this largest planet to go once around the Sun, Earth has gone around 12 times"
SCIENCE,"A good electrical insulator, this yellowish resin produces a charge of static electricity when rubbed"
SCIENCE,Isaac Newton found the strength of this depends on 2 things: mass & distance
SCIENCE,Fahrenheit equivalent to 0º Centigrade
SCIENCE,You might have to put F. Lee Bailey on one to admit he had a show about one
SCIENCE,The science which deals with the motion & behavior of bullets
SCIENCE,"What you're ""stuck with"" boiling down collagen, softening it with hot water & letting it swell"
SCIENCE,"In 1808, this metalsmith made copper plates for a Fulton steamboat boiler"
SCIENCE,The leatherback variety of this reptile is one of the few animals that primarily eat jellyfish
SCIENCE,"This ""prefrontal"" medical procedure involves the destruction of sections of the brain's cortex"
SCIENCE,This process of making rubber harder & more elastic by heating it with sulfur bears the name of a Roman god
SCIENCE,"His 1543 book ""Concerning the Revolutions of the Celestial Spheres"" started an astronomical revolution"
SCIENCE,The process by which neutral atoms become electrically charged is called this
SCIENCE,"(<a href=""http://www.j-archive.com/media/2008-03-28_J_21.wmv"">Kelly of the Clue Crew demonstrates with a coffee can & an inclined plane.</a>)  A ball of clay inside the can is enough to reposition the can's natural center of this, so the can rolls uphill"
SCIENCE,"Every second, fusion reactions in the Sun convert about 600 million tons of this element into helium"
SCIENCE,"Edward Doisy won a 1943 Nobel Prize for synthesizing this hemorrhage-inhibiting vitamin; <a href=""http://www.j-archive.com/media/2008-03-28_J_23.mp3"">isn't that ""special""?</a>"
SCIENCE,"Of the 3 basic rock types, the type that was once one form but has changed to another due to heat & pressure"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2008-03-28_J_25a.jpg"" target=""_blank"">Jon of the Clue Crew holds a white rock at White Sands National Monument, New Mexico.</a>)  Because it's water-soluble, <a href=""http://www.j-archive.com/media/2008-03-28_J_25.jpg"" target=""_blank"">this</a> form of calcium sulfate is rarely found in sand, but here in New Mexico's Tularosa Basin, there are no rivers to carry it away, so it forms the famed white sand"
SCIENCE,"From the surface of this innermost planet, the sun appears 2.5 times as large as it does from Earth"
SCIENCE,"The name of this element comes from iris, ""rainbow"", & refers to its multi-hued compounds"
SCIENCE,"In computers or audio amplifiers, it's the process in which part of the output returns to the input"
SCIENCE,"This basic aerodynamic force acts on a wing, putting greater pressure on its lower surface than on its upper"
SCIENCE,"The 3 basic bacterial types are the coccus, the spirillum & this type that causes TB"
SCIENCE,"This form of oxygen, O3, is a major source of air pollution"
SCIENCE,In 1865 this chemist saved the French silkworm industry by eradicating pebrine disease
SCIENCE,"In this ""effect"" first described in 1842, the pitch of a train whistle seems to change as it moves"
SCIENCE,"His experiments with light, including those with prisms, were published in his 1704 book ""Opticks"""
SCIENCE,"The Crookes tube, used to study these rays, led to the creation of the TV picture tube"
SCIENCE,This is the formulation of the Einstein equation
SCIENCE,This is the permanent removal of unwanted hair by destroying its roots with electric current
SCIENCE,This pole star is the brightest one in the constellation Ursa Minor
SCIENCE,This synthetic metallic element is named for scientists Marie & Pierre
SCIENCE,Estimated temperatures on this planet range from 950° F. on the sunlit side to -346° on the dark side
SCIENCE,This is the name of our own galaxy
SCIENCE,"This element is called natrium in Latin, hence its symbol Na"
SCIENCE,Magnifications of up to one million times can be achieved with this type of microscope
SCIENCE,"This sugar, C<sub>12</sub>H<sub>22</sub>O<sub>11</sub>, occurs in the milk of all mammals"
SCIENCE,Many of the gems sold as topaz are actually the citrine variety of this stone
SCIENCE,Cosmic rays were first detected by V. F. Hess during a flight by one of these
SCIENCE,The crepe ring is the transparent C ring in this planet's ring system
SCIENCE,Albert Ghiorso at Lawrence Berkeley National Lab holds the record for discovering the most of these
SCIENCE,"In MS-DOS, the .bak file extension meant the file was this type"
SCIENCE,An isohel on a weather map is a line showing connecting places with an equal amount of this
SCIENCE,This medal metal is usually an alloy of tin & copper
SCIENCE,"(<a href=""http://www.j-archive.com/media/2006-03-13_J_07.jpg"" target=""_blank"">Jon of the Clue Crew reports from Copenhagen, Denmark.</a>)  In 1883, Carlsberg developed <a href=""http://www.j-archive.com/media/2006-03-13_J_07a.jpg"" target=""_blank"">Saccharomyces carlsbergensis</a>, a special strain of this to ferment the sugars in beer"
SCIENCE,In testing out gases by smelling them (not a good idea) Humphry Davy found in 1800 that this one made him feel giddy
SCIENCE,"The name of this disorder in which the bones become porous comes from the Greek for ""bone"" & ""passage"""
SCIENCE,"In astronomy, this unit of measure is abbreviated pc"
SCIENCE,"Each of these organs contains about 1 million nephrons, which filter blood"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2008-11-12_J_17.wmv"">Jon of the Clue Crew sucks on a straw in a sealed-up bottle that has a marshmallow inside.</a>)  The marshmallow in the bottle will expand when I suck on the straw because this property inside the bottle will decrease"
SCIENCE,"These were first seen in human cells in 1882; the exact number, 46, was determined in 1956"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2008-11-12_J_19.wmv"">Jon of the Clue Crew pushes a straw into a cupcake, then extracts the result.</a>)  Using a cupcake & straw, we're approximating 1 of these 2-word scientific readings used in undersea & underground prospecting"
SCIENCE,In 1758 this Swedish biologist introduced binomial nomenclature
SCIENCE,Poor amoebas! They reproduce by doing this
SCIENCE,Vegetable dye that turns red in acid solutions & blue in alkaline solutions
SCIENCE,"Distilled from liquid air, this gas is used to produce a bright reddish light"
SCIENCE,"To cure Parkinson's, scientists are now trying cell grafts in this part of the body"
SCIENCE,"This British physician has been called the ""Father of Immunology"""
SCIENCE,The SO in SONAR stands for this word
SCIENCE,This space station turned 10 in February 1996
SCIENCE,In 1882 this inventor opened the Pearl Street Power Station in New York
SCIENCE,"In a car's steering system, it's the geared wheel that moves the rack"
SCIENCE,"To produce this metal using the Bayer Process, you begin with caustic soda & bauxite"
SCIENCE,"In 1857 James Clerk Maxwell concluded that its rings were made of small, unconnected particles"
SCIENCE,"This ""project"" to develop a fission bomb was established in August 1942"
SCIENCE,Lithium is the lightest element that occurs in this state of matter at room temperature
SCIENCE,"For the radioactive isotope Actinium-227, it's 21.8 years"
SCIENCE,This British baron pioneered antiseptic surgery using carbolic acid for sterilization
SCIENCE,"After about eight weeks, a human embryo develops into this"
SCIENCE,"At about 63,000 ft. at normal body temperature, blood will do this"
SCIENCE,"Because they are never found in chemical compounds, the noble gases neon, argon & helium are called this"
SCIENCE,A hemodialyzer is a medical device known as an artificial this organ
SCIENCE,"(<a href=""http://www.j-archive.com/media/2010-10-21_DJ_07.wmv"">Sarah of the Clue Crew demonstrates.</a>) An egg sinks in tap water, but in saltwater, the egg gains this, defined as the upward force of a liquid on an object less dense than itself"
SCIENCE,The second law of thermodynamics says that this will of its own accord only move to a colder object
SCIENCE,"(<a href=""http://www.j-archive.com/media/2010-10-21_DJ_09.wmv"">Kelly of the Clue Crew demonstrates.</a>)  When you press the nozzle of an aerosol can, the contents are pushed out by pressurized gas; the gas is called one of these, a general term for chemicals that create thrust"
SCIENCE,This division separates Saturn's rings & is named for the man who spotted them in 1675
SCIENCE,Formulated NaCl it's the chemical name for common table salt
SCIENCE,"Of the 3 basic states of matter, only this one, when unconfined, tends to expand indefinitely"
SCIENCE,Term for the time it takes a radioactive substance to decay to 50% of its original quantity
SCIENCE,In biological classification this comes between family & species
SCIENCE,"On the Fahrenheit scale, the freezing point of water is 32° & the boiling point is this"
SCIENCE,"In biology it's a finger; in math, a figure like 1"
SCIENCE,"A free-falling body accelerates at a rate of about 1 g, g coming from this word"
SCIENCE,"Pre-Y1K scientists figured this organ gave out light; they were, of course, wrong"
SCIENCE,"These in the skies of Albuquerque on October 3, 1999 were a fine example of Charles' Law in action"
SCIENCE,"The 5-kingdom system is made up of animals, bacteria, plants, protists & these"
SCIENCE,A deuterium atom is a hydrogen atom that has this keeping its proton company in the nucleus
SCIENCE,"This largest nerve in the body arises in the sacral plexus, leaves the pelvis & runs down the thigh"
SCIENCE,Bears appeared during this epoch right before the Pliocene
SCIENCE,"(<a href=""http://www.j-archive.com/media/2005-07-05_DJ_06.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from a classroom.</a>)  Meaning not at a right angle, it can refer to slanting abdominal muscles, or a geometric angle like this"
SCIENCE,It equals mass divided by volume & is often expressed in pounds per cubic foot
SCIENCE,"His 1905 paper ""On the Electrodynamics of Moving Bodies"" contained his special Theory of Relativity"
SCIENCE,In 1935 the daughter of this famed pair won a Nobel Prize for the discovery of artificial radioactivity
SCIENCE,"(Hi, I'm Nobel laureate Rudy Marcus)  It's the chemical formula for dry ice"
SCIENCE,The term geotropism refers to the effect that this has on the direction plants grow or bend
SCIENCE,"In the Arctic, some of these organisms consisting of an alga & a fungus may be 4,000 years old"
SCIENCE,Behaviorists & dogs drool over the work of this Russian physiologist
SCIENCE,"Though pleasant to kiss under, this plant is poisonous to eat"
SCIENCE,Cryobiologists are interested in doing this to living matter to preserve it for future use
SCIENCE,In a month an observer can see 59% of this heavenly body's surface
SCIENCE,In 1996 scientists mapped a large lake on this continent covered by over 2 miles of ice
SCIENCE,"When a seed germinates, its radicle breaks out & grows downward to become this part of the plant"
SCIENCE,"Common types of these organisms combining algae & fungi can be fructose, foliose or crustose"
SCIENCE,It's an insoluble solid that separates from a solution
SCIENCE,In breathing it's the gas you expel to the atmosphere
SCIENCE,Erosion from these created fjords & drumlins
SCIENCE,Scientist John Dalton suffered from the red-green type of this
SCIENCE,The surfaces of this type of element can be anodized
SCIENCE,"He discovered that if nitroglycerin was absorbed by an inert substance, it wouldn't explode from shock"
SCIENCE,"In November 2009 science news, a NASA probe found water here, & not a little bit, either"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2011-02-01_DJ_02.wmv"">Sarah of the Clue Crew demonstrates.</a>)  The flame appears to be underwater, but actually the water is cooling the candle's outer layer, preventing the wax from burning, because it can't do this, from the Latin for ""to disperse to vapor"""
SCIENCE,"About 65% of iron in humans is in the form of this, which transports molecular oxygen from the lungs through the body"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2011-02-01_DJ_04.wmv"">Kelly of the Clue Crew demonstrates.</a>)  The keys weigh much more than the paper clips and fall to the ground, but a pencil acts as this support, pulling the clips sideways, where gravity & friction stop the keys' descent"
SCIENCE,It's the largest number in the Fibonacci sequence that's also a day in a month
SCIENCE,"If something's described as effervescent, it means it has a lot of these"
SCIENCE,Kill an insect & you've committed insecticide; kill the mildew in your shower & you've committed this
SCIENCE,"This sedimentary rock, ""Creta"" in Latin, was formed from marine life during the Cretaceous period"
SCIENCE,"This mineral comes after No. 9, corundum, on the Mohs scale"
SCIENCE,"Abbreviated ""pc"", it's a unit of distance used in astronomy equal to 3.21 light years"
SCIENCE,"It's the weakest of the 4 basic forces, but it's strong enough to keep the moon orbiting the Earth"
SCIENCE,"A cubic inch of material contains a million billion billion of these, each with protons & neutrons in its nucleus"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2007-10-08_DJ_22.jpg"" target=""_blank"">Jon of the Clue Crew puts a lid on it--literally.</a>) The candle in the small jar will <a href=""http://www.j-archive.com/media/2007-10-08_DJ_22a.jpg"" target=""_blank"">burn out first</a> because it has the least amount of this to burn"
SCIENCE,Changes in the tropospheric layer of this are what gives us weather
SCIENCE,"(<a href=""http://www.j-archive.com/media/2007-10-08_DJ_24.jpg"" target=""_blank"">Jon of the Clue Crew reports from Texas A&M.</a>) To test deep water structures the wave tank generates waves, wind, and this water flow,from the Latin for running"
SCIENCE,"On June 1, 1831, James Clark Ross discovered this when a compass needle he was holding pointed straight down"
SCIENCE,Newton figured the Earth should be an oblate spheroid with an equatorial bulge because it does this
SCIENCE,"From the Greek for ""number"", it's the science of numbers"
SCIENCE,"A lean, small-boned person is an ectomorph; an endomorph is round; and this type is muscular"
SCIENCE,"In this pre-birth procedure, a small amount of fluid is withdrawn from the sac in the uterus and tested"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2009-02-25_DJ_01.jpg"" target=""_blank"">Jimmy of the Clue Crew discusses earthquakes</a>.)  The hypocenter is where an earthquake originates.  The point on the surface, vertically above the hypocenter, is known as <a href=""http://www.j-archive.com/media/2009-02-25_DJ_01a.jpg"" target=""_blank"">this</a>"
SCIENCE,"Termed ""The Last Sorcerer"" in a recent biography, in 1705 he became the first scientist to be knighted for his work"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2009-02-25_DJ_03.jpg"" target=""_blank"">Kelly of the Clue Crew presents the clue</a>.)  Because of the intense magnetic fields that block heat from the core, <a href=""http://www.j-archive.com/media/2009-02-25_DJ_03a.jpg"" target=""_blank"">these</a> solar phenomena can be thousands of degrees cooler than the surrounding surface"
SCIENCE,"From the Latin for ""about a day"", these body rhythms govern cycles of wakefulness & sleep"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2009-02-25_DJ_05.jpg"" target=""_blank"">Jimmy of the Clue Crew presents the clue</a>.)  Carbon, one of the most common elements, has been discovered in 60-atom configurations called <a href=""http://www.j-archive.com/media/2009-02-25_DJ_05a.jpg"" target=""_blank"">these</a>, named for an architect"
SCIENCE,"In the 1970s sign language was taught to Koko the gorilla & Washoe, one of these"
SCIENCE,A magnetron is an electronic tube used to produce these waves found in some kitchens
SCIENCE,"(Sofia of the Clue Crew reports from the La Brea Tar Pits in Los Angeles)  The bubbling seen here is caused by this gas, a major part of Jupiter's atmosphere"
SCIENCE,"(Sarah of the Clue Crew reports)  The spin of a frisbee keeps it stable in flight, illustrating angular this"
SCIENCE,In 1869 this Russian chemist published his periodic table
SCIENCE,"Only a few living things, like some germs, can live without this gas symbolized O"
SCIENCE,"Though the Earth isn't a perfect sphere, its eastern & western halves are each called this"
SCIENCE,"No Doubt sang, ""Thank You for turning on the lights.  Thank You, now you're"" this organism that lives off a host"
SCIENCE,"This man seen here, born in Oxford in 1942, is among the greatest physicists of our time"
SCIENCE,"Piltdown Man, a hoax played on scientists, had a human skull & the jaw of this reddish ape"
SCIENCE,A whole lot of shakin' goes on in this science that deals almost exclusively with earthquakes
SCIENCE,Mass number is defined as the number of neutrons & these particles in an atom's nucleus
SCIENCE,"From the Latin for ""smoke hole"", it's a vent in a volcanic area from which smoke & gases escape"
SCIENCE,"In contrast to the hydrosphere, it's the term for the rocky part of the Earth, or its crust"
SCIENCE,This fossilized resin from prehistoric pines can preserve an insect forever
SCIENCE,Most icebergs in the north Atlantic come from about 20 glaciers on this island's west coast
SCIENCE,Around 1840 chemist John William Draper took the first photograph of this heavenly body
SCIENCE,Birds & bees perform this transfer of gametes from anthers to stigmas
SCIENCE,Einstein said measurements of this depend on whether the observer is moving; it's not absolute
SCIENCE,The largest cell is the 3-inch diameter yolk of this bird's egg
SCIENCE,In Latin this metal is known as aurum
SCIENCE,On a weather chart this line connects places that have the same barometric pressure
SCIENCE,"On June 29, 1994 the temperature reached 125 degrees in Laughlin, the highest ever recorded in this state"
SCIENCE,This organ removes excess glucose from the blood & stores it as glycogen
SCIENCE,Into the 20th Century it was thought the universe was one big galaxy--this one
SCIENCE,"(<a href=""http://www.j-archive.com/media/2007-02-02_DJ_27.jpg"" target=""_blank"">Jon of the Clue Crew enlightens us with his scientific knowledge</a>) It's a term for a machine that converts mechanical energy into electrical energy.  We've turned a <a href=""http://www.j-archive.com/media/2007-02-02_DJ_27a.jpg"" target=""_blank"">motor</a> into one by making it light up the bulb"
SCIENCE,"Vauquelin found Beryllium in 1798, the year after he found this, symbol Cr"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2007-02-02_DJ_29.jpg"" target=""_blank"">Jimmy is in his Jeopardy! lab coat delivering the clue this time</a>) You can take a <a href=""http://www.j-archive.com/media/2007-02-02_DJ_29a.jpg"" target=""_blank"">simple nail</a>, coil wire around it, connect it to a battery, and turn it into this attractive 13-letter item"
SCIENCE,"Predicted in 1928, the first known antiparticle was the anti-this, also called the positron"
SCIENCE,A typical snowflake has this many sides
SCIENCE,"Common element whose refined forms include pig, cast or wrought"
SCIENCE,"After length, width & depth, the 4th dimension"
SCIENCE,"Type of organism that lives off of another, contributing nothing"
SCIENCE,Shattering sound that accompanies breaking the sound barrier
SCIENCE,A whole lot of shakin' goes on in this science that deals almost exclusively with earthquakes
SCIENCE,Mass number is defined as the number of neutrons & these particles in an atom's nucleus
SCIENCE,"Like you, dicotyledonous plants have a network of these, but theirs carry food & water"
SCIENCE,"Pauling found an ""alpha"" type of this spiral in proteins; Watson & Crick found a ""double"" one in DNA"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2008-07-04_DJ_10.jpg"" target=""_blank"">Jimmy of the Clue Crew explains a chemical reaction</a>) A chemical reaction between food coloring and bleach, which contains <a href=""http://www.j-archive.com/media/2008-07-04_DJ_10a.jpg"" target=""_blank"">this</a> chemical, NaClO3, turns the color liquid into a colorless compound"
SCIENCE,This ninth planet's unusual orbit sometimes brings it closer to the sun than the eighth planet
SCIENCE,It's the ratio of the amount of water vapor in the air to the amount the air can hold at that temperature
SCIENCE,A parasitoid differs from a parasite in that this eventually happens to its host
SCIENCE,The acceleration of falling objects varies from place to place because of variations in this force
SCIENCE,It's the property of a body that opposes an electric current moving through it
SCIENCE,"The daphnia, a water flea, is related to this million times larger member of the surf & turf combo"
SCIENCE,A satellite in a retrograde orbit around the Earth heads in this direction
SCIENCE,It's the 3-dimensional figure that is a set of points all equidistant from the center point
SCIENCE,"In this process of cell division, unlike mitosis, a cell divides & halves the number of chromosomes"
SCIENCE,"When your ""glands"" are sore, they're busy producing these infection-fighting white blood cells"
SCIENCE,Snakes come equipped with a special tooth named for this & used to break out of it
SCIENCE,"In 1992 scientists found ripples in the CBR, Cosmic Background this, whose existence supports the Big Bang Theory"
SCIENCE,"Several centuries after the Chinese used negative numbers, people in India came up with the concept of this number"
SCIENCE,"The books in Libbie Hyman's 6-volume study of these have spines; by definition, the creatures in them don't"
SCIENCE,"7 years after Darwin published his natural selection theory, this man published his laws of genetics"
SCIENCE,"While we have 23 pairs of these in each cell, the fruit fly makes do with 4, only 1 of them sex-related"
SCIENCE,"2000 news: the Gunnison sage grouse isn't just another northern sage grouse, but a new one of this classification"
SCIENCE,"An acre of soil contains billions of nematodes, the round type of these seen here under the microscope"
SCIENCE,"From the Latin for ""parchment"", this semi-permeable barrier surrounds a cell's cytoplasm"
SCIENCE,"At Prague Tech, we wonder if this physics professor's voice got higher as he moved toward you"
SCIENCE,Term for the blood vessels which take the blood from the heart
SCIENCE,"In the scientific categories, Americans have won 142, or 38%, of these awards 1st given in 1901"
SCIENCE,"The Hubble constant tells how fast the universe is expanding since this ""noisy"" event occurred"
SCIENCE,"Base 10 equivalent to the binary number ""11"""
SCIENCE,"A metal that is ""ductile"" can be pulled into this while cold & under pressure"
SCIENCE,These respiratory organs of aquatic animals occur in oysters & some insect larvae as well as in fish
SCIENCE,"Used to control glaucoma, a trabeculectomy is a procedure that reduces pressure in this organ"
SCIENCE,The number of these dark patches visible on the sun's surface varies from a few to several hundred
SCIENCE,"A phrase used to remember this planet's main moons is ""Met Dr. Thip""; Titan is the second T"
SCIENCE,This drug marketed as Motrin was patented in Great Britain in 1964
SCIENCE,One who'll give you blood or the kidney off his back
SCIENCE,"Around for 400 million yrs., there are now more than 2,000 species of these pesty cricket cousins"
SCIENCE,"Intact DNA was recently extracted from one of these ancient ""royal relics"""
SCIENCE,"Tracking these, coast guard rates them as bergy bits, growlers, small, medium, & large"
SCIENCE,"3-letter suffix used to form chemical terms, esp. names of sugars & other carbohydrates"
SCIENCE,This type of rain forms when nitrogen oxides & sulfur dioxide react within growing droplets
SCIENCE,"(<a href=""http://www.j-archive.com/media/2007-03-12_J_23.jpg"" target=""_blank"">Jon of the Clue Crew points to two diagrams of the Earth's tilt on the monitor.</a>)  Because of the tilt of the Earth's axis both in summer & winter, solar panels in the United States facing this direction receive the most sun"
SCIENCE,"This branch of study is for the birds... actually, it's of the birds"
SCIENCE,In 1633 the Church condemned him to house arrest for astronomical heresy
SCIENCE,"(<a href=""http://www.j-archive.com/media/2007-03-12_J_26.jpg"" target=""_blank"">Kelly of the Clue Crew reading points to a fly's eye on the monitor.</a>)  An insect's compound eye can detect 300 flashes of light per second compared to a human's 50, using thousands of <a href=""http://www.j-archive.com/media/2007-03-12_J_26a.jpg"" target=""_blank"">tiny lenses</a> known as these, as in a diamond"
SCIENCE,"As it has no mass, this particle travels at about 186,000 miles per second"
SCIENCE,This green plant pigment is also found in algae & in some bacteria
SCIENCE,In 1875 this plant breeder moved to California using profits earned on his potato
SCIENCE,It's defined as an atom or group of atoms that has an electrical charge
SCIENCE,A 1991 photo of Gaspra taken by the Galileo probe was the first close-up of one of these minor planets
SCIENCE,In the 1940s this Nobel Prize winner & vitamin C advocate studied the structure of antibodies
SCIENCE,Around 1910 Thomas Morgan found that these hereditary units are located on chromosomes within cells
SCIENCE,Some minerals can readily be identified by taste; halite has this type of taste
SCIENCE,Cilia later!  These long hairlike extensions help bacteria move by means of a whipping motion
SCIENCE,"Sugars, alcohols & starches are all formed by different combos of these 3 elements"
SCIENCE,"The fundamental forces are electromagnetism, gravity & these 2 ""opposite"" nuclear forces"
SCIENCE,This most malleable metal can be beaten into sheets 1 ten-thousandth of a millimeter thick
SCIENCE,This element whose symbol is Zr is alphabetically the last element
SCIENCE,"The Portland type of this substance is limestone & shale heated until almost fused, then ground"
SCIENCE,"This term can mean active by day, or happening every day"
SCIENCE,"In the third century B.C. this ""principled"" Greek showed the value of pi was between 223/71 & 220/70"
SCIENCE,"It can be fatty matter on the wall of an artery, or a buildup of matter on a tooth"
SCIENCE,"The 4 dimensions in the Einsteinian space-time continuum are time, length, width & this"
SCIENCE,"NaOCl, sodium hypochlorite, is this common laundry product"
SCIENCE,"Put this in your ""notebook"": Andromeda (M 31), like the Milky Way, is a galaxy of this shape"
SCIENCE,"Abbreviated lm, it's a measurement of light"
SCIENCE,"The opposite of a base, it turns blue litmus red"
SCIENCE,"Jaundice can be a symptom of this liver disease, type A, B or C"
SCIENCE,"The 10th to 12th of these body parts that form a ""cage"" articulate with single vertebrae"
SCIENCE,Echocardiography can tell you whether this doublespeak heart issue is caused by an abnormal valve
SCIENCE,"Also known as epinephrine, this hormone is secreted in response to stress, like fear or injury"
SCIENCE,It's that line off in the distance where the sky meets the land or the sea
SCIENCE,What makes Rigel the brightest star in this constellation is that it's really 3 stars (& they're not in the belt)
SCIENCE,"In the 1970s it was found that when CFCs break down, this is the main 1 of the 3 elements in them that harms the ozone"
SCIENCE,Amoebas use temporary extensions called these to move or to surround & engulf food
SCIENCE,This amino acid is the sodium salt of glutamic acid
SCIENCE,Hirsutism is having more than the normal amount of this
SCIENCE,This 4th letter of the Greek alphabet is used to describ a high-speed aircraft wing type
SCIENCE,The focal length is the distance from the center of one of these to the focal point
SCIENCE,"When astronomers got a close-up look at this object in 1985-86, its nucleus looked like a big potato"
SCIENCE,This term refers to the warm periods within ice ages; we're in one of those periods now
SCIENCE,Land animal with the largest teeth
SCIENCE,"""Diffraction"" refers to the way it bends"
SCIENCE,The 2 primary ferrous metals
SCIENCE,Natural vanilla flavoring comes from this tropical flower
SCIENCE,Stratigraphy is a branch of this science
SCIENCE,"An enzyme in saliva called ptyalin converts these into maltose, a sugar"
SCIENCE,A dry Sirocco is a warm wind that carries particles of sand from this African desert across the Mediterranean
SCIENCE,"In 1729 this Swede wrote ""Praeludia Sponsaliorum Plantarum"", which described the sexual processes of plants"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2006-01-02_DJ_24.jpg"" target=""_blank"">Leroy Chow aboard the International Space Station reads the clue.</a>)  We breathe thanks to this process: electricity from the solar panels splits water into hydrogen & oxygen"
SCIENCE,"This metal's name is from the Greek for ""rose""; it forms salts that give rose-colored solutions"
SCIENCE,Black spot is a serious fungal disease that affects these flowers; rugosas have good resistance
SCIENCE,Polarized lenses are one method used in these items that make some movie theater experiences more exciting
SCIENCE,"William Jennings Bryan called this theory a ""program of infidelity masquerading under the name of science"""
SCIENCE,"With cups that rotate horizontally, an anemometer measures the speed of this, anemos in Greek"
SCIENCE,Don't blame me--the most common cause of earthquakes is movement along these lines
SCIENCE,They're also called erythrocytes
SCIENCE,"The name of this noble gas is from the Greek for ""new"""
SCIENCE,The Haber process uses nitrogen & hydrogen to synthetically produce this pungent gas
SCIENCE,"(<a href=""http://www.j-archive.com/media/2011-06-07_DJ_04.jpg"" target=""_blank"">Jimmy of the Clue Crew displays a chemical formula on the monitor.</a>)  When acetic acid in vinegar reacts with CaCO<sub>3</sub>, this compound in the eggshell, bubbles of CO<sub>2</sub> form in the vinegar & dissolve the shell, leaving just the membrane"
SCIENCE,This unit of pressure is equal to about 14.7 pounds per square inch or 1 bar
SCIENCE,"( <a href=""http://www.j-archive.com/media/2007-07-12_J_07.jpg"" target=""_blank"">Kelly of the Clue Crew delivers the clue from a science lab.</a> ) The heat from the lamp causes the snake to dance, as hot air is less this five-letter term than cold air and therefore rises and spins the snake"
SCIENCE,"In the nervous system, calcium ions crossing the gap between these cause a release of acetylcholine"
SCIENCE,"( <a href=""http://www.j-archive.com/media/2007-07-12_J_18.jpg"" target=""_blank"">Kelly delivers the clue from the lab.</a> ) Normally, an ice cube floats; <a href=""http://www.j-archive.com/media/2007-07-12_J_18a.jpg"" target=""_blank"">this one, however, sinks right to the bottom</a> because it's made of heavy water, or D<sub>2</sub>O; the D standing for this isotope"
SCIENCE,"As opposed to what arthropods have, vertebrates have this internal framework"
SCIENCE,"( <a href=""http://www.j-archive.com/media/2007-07-12_J_20.jpg"" target=""_blank"">Jimmy of the Clue Crew delivers the clue.</a> ) Though the top book appears to be suspended in air, more than half the weight of the stack rests on the table - the principle is used to build this type of bridge"
SCIENCE,Mycobacterium tuberculosis is one of the organisms this process kills in milk
SCIENCE,"Like humans, the Red-vented Bulbul bird needs a dietary source of this vitamin, also called ascorbic acid"
SCIENCE,Boiling bones & hides converts the protein collagen to this foodstuff
SCIENCE,Horseshoe crabs & coelacanth fish are considered living ones of these
SCIENCE,"Quarks have six known ones of these, which is far short of Baskin-Robbins"
SCIENCE,"Drumlins are elongated, elliptical hills formed at the edges of these moving ice masses"
SCIENCE,Elements are arranged in order of their atomic numbers on this table
SCIENCE,This yellow element is found in gunpowder & matches & is used in vulcanizing rubber
SCIENCE,"2 bacteria, Lactobacillus Bulgaricus & Streptococcus Thermophilus, turn milk into this"
